korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
세상,world,天下，世界,tiānxià，shìjiè,여행,1
여행,travel; trip,旅行，旅游，游行,lǚxíng，lǚyóu，yóuxíng,여행,1
산,mountain,山,shān,여행,1
관광객,tourist,游客，游人，观光客,yóukè，yóurén，guānguāngkè,여행,1
경치,scenery; scene; view,风景，景色,fēngjǐng，jǐngsè,여행,1
땅,ground; land,陆地，大陆,lùdì，dàlù,여행,1
단풍,autumn foliage,红叶，枫叶,hóngyè，fēngyè,여행,1
강,river,江，河,jiāng，hé,여행,1
구경,sightseeing,观看，观赏，看热闹,guānkàn，guānshǎng，kànrènào,여행,1
풍경,scenery; scene; view,风景，风光，景色，景致,fēngjǐng，fēngguāng，jǐngsè，jǐngzhì,여행,1
바다,sea,海，大海，海洋,hǎi，dàhǎi，hǎiyáng,여행,1
자연,nature,自然,zìrán,여행,1
세계,world; universe,世界,shìjiè,여행,1
외국,foreign country,外国,wàiguó,여행,1
관광,tourism,旅游，观光,lǚyóu，guānguāng,여행,1
바닷가,beach; coast; seaside; seashore,海边，海滨,hǎibiān，hǎibīn,여행,1
호텔,hotel,酒店，饭店，宾馆,jiǔdiàn，fàndiàn，bīnguǎn,여행,1
신혼여행,honeymoon,蜜月旅行，蜜月旅游,mìyuèlǚxíng，mìyuèlǚyóu,여행,1
돌,stone,石，石头,shí，shítou,여행,1
해외,foreign country; overseas,海外，国外,hǎiwài，guówài,여행,1
유명,being famous; being popular,有名，知名，著名,yǒumíng，zhīmíng，zhùmíng,여행,1
지도,map,地图,dìtú,여행,1
관광지,tourist attraction,景区，景点，旅游胜地,jǐngqū，jǐngdiǎn，lǚyóushèngdì,여행,1
국제,being international; being global,国际,guójì,여행,1
섬,island,岛，岛屿,dǎo，dǎoyǔ,여행,1
여행사,travel agency,旅行社,lǚxíngshè,여행,1
국내,interior of a country; domestic territory,国内,guónèi,여행,1
해외여행,overseas travel; trip abroad,海外旅行，境外游,hǎiwàilǚxíng，jìngwàiyóu,여행,1
제주도,Jeju-do Province,济州道,jìzhōudào,여행,1
여행지,travel destination,旅游地点，旅行地,lǚyóudìdiǎn，lǚxíngdì,여행,1
영화,film; movie,电影,diànyǐng,영화 보기,1
극장,theater; cinema,剧场，戏院,jùchǎng，xìyuàn,영화 보기,1
배우,actor; actress,演员,yǎnyuán,영화 보기,1
표,ticket,票，券,piào，quàn,영화 보기,1
예매,advance purchase,预购，订购,yùgòu，dìnggòu,영화 보기,1
영화관,movie theater,电影院,diànyǐngyuàn,영화 보기,1
매표소,ticket office,售票处,shòupiàochù,영화 보기,1
영화배우,film actor; movie actress,电影演员,diànyǐngyǎnyuán,영화 보기,1
눈,eye,眼睛,yǎnjīng,외모 표현하기,1
입,mouth,嘴，口,zuǐ，kǒu,외모 표현하기,1
손,hand,手,shǒu,외모 표현하기,1
머리,head,头,tóu,외모 표현하기,1
가슴,chest,胸，胸部,xiōng，xiōngbù,외모 표현하기,1
발,foot,足，脚,zú，jiǎo,외모 표현하기,1
코,nose,鼻，鼻子,bí，bízi,외모 표현하기,1
귀,ear,耳，耳朵,ěr，ěrduǒ,외모 표현하기,1
혀,tongue,舌头,shétou,외모 표현하기,1
고개,head,头，脑袋,tóu，nǎodài,외모 표현하기,1
예쁘다,pretty; beautiful; comely,漂亮，好看,piàoliàng，hǎokàn,외모 표현하기,1
배,abdomen; belly,肚子,dǔzi,외모 표현하기,1
못생기다,ugly-looking; homely,丑，难看,chǒu，nánkàn,외모 표현하기,1
목,neck,脖子，颈,bózi，jǐng,외모 표현하기,1
얼굴,face,脸，面孔，脸部,liǎn，miànkǒng，liǎnbù,외모 표현하기,1
어깨,shoulder,肩，肩膀,jiān，jiānbǎng,외모 표현하기,1
늙다,become old; age,老，衰老,lǎo，shuāilǎo,외모 표현하기,1
몸,body,身体，身子,shēntǐ，shēnzi,외모 표현하기,1
엉덩이,butt; buttocks,屁股，臀部,pìgǔ，túnbù,외모 표현하기,1
잘생기다,good-looking; handsome; comely,好看，漂亮，英俊,hǎokàn，piàoliàng，yīngjùn,외모 표현하기,1
무릎,knee,膝盖,xīgài,외모 표현하기,1
아름답다,beautiful; pretty,美丽，漂亮,měilì，piàoliàng,외모 표현하기,1
세다,strong; powerful,强，猛,qiáng，měng,외모 표현하기,1
입술,lips,嘴唇,zuǐchún,외모 표현하기,1
허리,waist,腰,yāo,외모 표현하기,1
살,flesh; weight,肉,ròu,외모 표현하기,1
길다,long; lengthy; extensive,长,zhǎng,외모 표현하기,1
똑같다,exactly the same; equivalent to,完全一样，完全相同,wánquányīyàng，wánquánxiāngtóng,외모 표현하기,1
찌다,gain weight,发胖，长膘,fāpàng，zhǎngbiāo,외모 표현하기,1
날씬하다,slender; svelte,苗条，修长，颀长,miáotiáo，xiūcháng，qícháng,외모 표현하기,1
젊다,young,年青，年轻,niánqīng，niánqīng,외모 표현하기,1
손바닥,palm,手掌,shǒuzhǎng,외모 표현하기,1
다리,leg,腿，下肢,tuǐ，xiàzhī,외모 표현하기,1
뚱뚱하다,fat; corpulent,胖乎乎,pànghūhū,외모 표현하기,1
팔,arm,臂，胳膊,bì，gēbó,외모 표현하기,1
이마,forehead,额，前额，额头,é，qián'é，étóu,외모 표현하기,1
머리카락,hair,发丝,fāsī,외모 표현하기,1
모습,appearance; look,样子，模样,yàngzi，múyàng,외모 표현하기,1
오른손,right hand,右手,yòushǒu,외모 표현하기,1
멋있다,nice; stylish; elegant,帅气，优秀,shuàiqì，yōuxiù,외모 표현하기,1
모양,shape,样子，模样,yàngzi，múyàng,외모 표현하기,1
발가락,toe,脚趾,jiǎozhǐ,외모 표현하기,1
비슷하다,similar,类似，相似，相近,lèisì，xiāngsì，xiāngjìn,외모 표현하기,1
거울,mirror,镜子,jìngzi,외모 표현하기,1
똑같이,equally; evenly,完全一样地，完全相同地,wánquányīyàngdì，wánquánxiāngtóngdì,외모 표현하기,1
왼손,left hand,左手,zuǒshǒu,외모 표현하기,1
화장품,cosmetics; makeup,化妆品,huàzhuāngpǐn,외모 표현하기,1
붉다,red,红，赤,hóng，chì,외모 표현하기,1
키,height,身高，身长，个子，个儿，个头儿,shēngāo，shēncháng，gèzi，gè'ér，gètou'er,외모 표현하기,1
다이어트,diet,节食，减肥,jiéshí，jiǎnféi,외모 표현하기,1
미용실,beauty parlor; beauty salon,发廊，美发厅，理发厅,fàláng，měifātīng，lǐfàtīng,외모 표현하기,1
넣다,put; insert,放进，装进,fàngjìn，zhuāngjìn,요리 설명하기,1
굽다,bake; roast; grill,烤，烧烤,kǎo，shāokǎo,요리 설명하기,1
끓이다,boil,煮沸，烧开,zhǔfèi，shāokāi,요리 설명하기,1
익다,ripen,熟，成熟,shú，chéngshú,요리 설명하기,1
썰다,slice; cut,切，锯,qiè，jù,요리 설명하기,1
그릇,bowl; dish; container,碗，器皿,wǎn，qìmǐn,요리 설명하기,1
진하다,thick; strong,浓，稠,nóng，chóu,요리 설명하기,1
볶다,stir-fry,炒,chǎo,요리 설명하기,1
섞다,mix,掺加，混合,cànjiā，hùnhé,요리 설명하기,1
간장,soy sauce,酱油,jiàngyóu,요리 설명하기,1
찌다,be sultry; be sweltering,闷热,mēnrè,요리 설명하기,1
재료,material; ingredient,材料,cáiliào,요리 설명하기,1
튀기다,fry,油炸，炸，煎,yóuzhá，zhà，jiān,요리 설명하기,1
타다,mix; add,冲 ，泡 ，沏，对,chōng ，pào ，qī，duì,요리 설명하기,1
기름,oil; fat,油,yóu,요리 설명하기,1
컵,cup,杯子,bēizi,요리 설명하기,1
숟가락,spoon,勺子，勺儿，汤匙，调羹,sháozi，sháo'ér，tāngchí，tiáogēng,요리 설명하기,1
칼,knife,刀,dāo,요리 설명하기,1
소금,salt,盐，咸盐,yán，xiányán,요리 설명하기,1
냄비,sauce pan,小锅，汤锅，铝锅,xiǎoguō，tāngguō，lǚguō,요리 설명하기,1
수저,spoon and chopsticks,勺筷,sháokuài,요리 설명하기,1
설탕,sugar,糖，砂糖,táng，shātáng,요리 설명하기,1
프라이팬,frying pan,平底锅，长柄平底锅，煎锅,píngdǐguō，zhǎngbǐngpíngdǐguō，jiānguō,요리 설명하기,1
끊다,cut,弄断，切断,nòngduàn，qiēduàn,요리 설명하기|전화하기,1
주,week,一周，一星期,yīzhōu，yīxīngqī,요일 표현하기,1
월요일,Monday,星期一，周一，礼拜一,xīngqīyī，zhōuyī，lǐbàiyī,요일 표현하기,1
목요일,Thursday,星期四，周四，礼拜四,xīngqīsì，zhōusì，lǐbàisì,요일 표현하기,1
휴일,holiday,休息日，公休日，假日,xiūxīrì，gōngxiūrì，jiàrì,요일 표현하기,1
토요일,Saturday,星期六，周六，礼拜六,xīngqīliù，zhōuliù，lǐbàiliù,요일 표현하기,1
주,week,周，星期,zhōu，xīngqī,요일 표현하기,1
금요일,Friday,星期五，周五，礼拜五,xīngqīwǔ，zhōuwǔ，lǐbàiwǔ,요일 표현하기,1
주일,week,周，星期,zhōu，xīngqī,요일 표현하기,1
일요일,Sunday,星期日， 星期天，周日，礼拜天,xīngqīrì， xīngqītiān，zhōurì，lǐbàitiān,요일 표현하기,1
주일,week,周，星期,zhōu，xīngqī,요일 표현하기,1
수요일,Wednesday,星期三，周三，礼拜三,xīngqīsān，zhōusān，lǐbàisān,요일 표현하기,1
요일,day of the week,星期，周，礼拜,xīngqī，zhōu，lǐbài,요일 표현하기,1
화요일,Tuesday,星期二，周二，礼拜二,xīngqī'èr，zhōu'èr，lǐbài'èr,요일 표현하기,1
속,inside stuff; interior; flesh,里，内，里边,lǐ，nèi，lǐbiān,위치 표현하기,1
가리키다,point; gesture; indicate,指，指着，指出,zhǐ，zhǐzhe，zhǐchū,위치 표현하기,1
멀다,distant; far-off,远,yuǎn,위치 표현하기,1
그렇다,so; as such; like that,那样,nàyàng,위치 표현하기,1
뒤,back,后，后面,hòu，hòumiàn,위치 표현하기,1
밑,bottom,下面，底下,xiàmiàn，dǐxià,위치 표현하기,1
앞,front,前，前面,qián，qiánmiàn,위치 표현하기,1
사이,space; distance; gap,间，之间，间距,jiān，zhījiān，jiānjù,위치 표현하기,1
이것,this,这个,zhègè,위치 표현하기,1
어디,where,哪里，哪儿,nǎlǐ，nǎ'ér,위치 표현하기,1
그거,(no equivalent expression),那个,nàgè,위치 표현하기,1
그,(no equivalent expression),他,tā,위치 표현하기,1
밖,outside,外，外边,wài，wàibiān,위치 표현하기,1
가운데,center; middle,中间，正中，中央,zhōngjiān，zhèngzhōng，zhōngyāng,위치 표현하기,1
그것,(no equivalent expression),那个,nàgè,위치 표현하기,1
그,that,那个,nàgè,위치 표현하기,1
주변,being around,周围，周边,zhōuwéi，zhōubiān,위치 표현하기,1
거기,there,那儿，那边，那里,nà'ér，nàbiān，nàlǐ,위치 표현하기,1
멀리,far,远远地，遥远地，久远地,yuǎnyuǎndì，yáoyuǎndì，jiǔyuǎndì,위치 표현하기,1
근처,vicinity; neighborhood,附近，近处,fùjìn，jìnchù,위치 표현하기,1
이렇다,so; like this,这样,zhèyàng,위치 표현하기,1
겉,outside; surface; exterior,外面，表面，表,wàimiàn，biǎomiàn，biǎo,위치 표현하기,1
쪽,direction; way,边,biān,위치 표현하기,1
중심,center,中心，正中,zhōngxīn，zhèngzhōng,위치 표현하기,1
그쪽,there,那边,nàbiān,위치 표현하기,1
이쪽,this side,这边,zhèbiān,위치 표현하기,1
반대,opposite; contrary,反，相反,fǎn，xiāngfǎn,위치 표현하기,1
위,top; higher part,上,shàng,위치 표현하기,1
바깥,outside,外，外面,wài，wàimiàn,위치 표현하기,1
위치,location; situation,位置，位于,wèizhì，wèiyú,위치 표현하기,1
이거,this,这个,zhègè,위치 표현하기,1
장소,place; venue; space,场所，地点,chǎngsuǒ，dìdiǎn,위치 표현하기,1
동네,neighborhood,小区，社区，村庄,xiǎoqū，shèqū，cūnzhuāng,위치 표현하기,1
주위,surrounding area,周围,zhōuwéi,위치 표현하기,1
저렇다,that; like that,那样,nàyàng,위치 표현하기,1
도시,city,都市，城市,dūshì，chéngshì,위치 표현하기,1
저거,that,那个,nàgè,위치 표현하기,1
저기,that place,那里，那儿,nàlǐ，nà'ér,위치 표현하기,1
방향,direction; side,方向,fāngxiàng,위치 표현하기,1
이런,this; such; of this kind,这样的,zhèyàngde,위치 표현하기,1
그런,like that,那种，那样,nàzhǒng，nàyàng,위치 표현하기,1
왼쪽,left; left side,左边,zuǒbiān,위치 표현하기,1
저쪽,that side,那边,nàbiān,위치 표현하기,1
아래,bottom; lower part,下，下面,xià，xiàmiàn,위치 표현하기,1
옆,side,旁，旁边,páng，pángbiān,위치 표현하기,1
시내,downtown,市内，市里,shìnèi，shìlǐ,위치 표현하기,1
그곳,there,那儿，那边，那里,nà'ér，nàbiān，nàlǐ,위치 표현하기,1
북쪽,north,北边，北方,běibiān，běifāng,위치 표현하기,1
시골,rural area; countryside,乡下，农村，乡村,xiāngxià，nóngcūn，xiāngcūn,위치 표현하기,1
여기저기,being here and there; being place to place; everywhere,到处，这里那里,dàochù，zhèlǐnàlǐ,위치 표현하기,1
오른쪽,right,右侧，右边,yòucè，yòubiān,위치 표현하기,1
중간,middle,中间，中,zhōngjiān，zhōng,위치 표현하기,1
저,that,那,nà,위치 표현하기,1
저,that,那,nà,위치 표현하기,1
뒤쪽,back,后面，后头，后部,hòumiàn，hòutou，hòubù,위치 표현하기,1
저것,that,那个,nàgè,위치 표현하기,1
이곳,here,这里，这儿,zhèlǐ，zhè'ér,위치 표현하기,1
독일,Germany,德国,déguó,위치 표현하기,1
중앙,middle,正中央，中心,zhèngzhōngyāng，zhōngxīn,위치 표현하기,1
저곳,that place,那里，那儿,nàlǐ，nà'ér,위치 표현하기,1
남쪽,south; southern area,南侧，南边，南方,náncè，nánbiān，nánfāng,위치 표현하기,1
동쪽,east,东边，东方,dōngbiān，dōngfāng,위치 표현하기,1
미터,meter,米,mǐ,위치 표현하기,1
저런,that; that kind of,那样的,nàyàngde,위치 표현하기,1
광주,Gwangju,光州,guāngzhōu,위치 표현하기,1
서쪽,west,西边，西面,xībiān，xīmiàn,위치 표현하기,1
동물원,zoo,动物园,dòngwùyuán,위치 표현하기,1
동대문,Dongdaemun Gate,东大门,dōngdàmén,위치 표현하기,1
위쪽,upper part; upward,上面，上方,shàngmiàn，shàngfāng,위치 표현하기,1
안쪽,the inside; the interior; inner part,里边，里头,lǐbiān，lǐtou,위치 표현하기,1
달다,sweet,甜，甘甜,tián，gāntián,음식 주문하기,1
밥,steamed rice; rice,饭,fàn,음식 주문하기,1
남기다,leave,剩，剩下,shèng，shèngxià,음식 주문하기,1
쓰다,bitter,苦,kǔ,음식 주문하기,1
맛있다,tasty; delicious,好吃，可口，香,hǎochī，kěkǒu，xiāng,음식 주문하기,1
물,water,水,shuǐ,음식 주문하기,1
치킨,fried chicken,炸鸡,zhàjī,음식 주문하기,1
싱겁다,not salty; flat,淡，清淡,dàn，qīngdàn,음식 주문하기,1
시키다,order,让，叫,ràng，jiào,음식 주문하기,1
사과,apple,苹果,píngguǒ,음식 주문하기,1
맛,taste,味，味道,wèi，wèidào,음식 주문하기,1
짜다,salty,咸,xián,음식 주문하기,1
떡,tteok; rice cake,糕，糕饼，糕点,gāo，gāobǐng，gāodiǎn,음식 주문하기,1
식사,meal,用餐，就餐，餐,yòngcān，jiùcān，cān,음식 주문하기,1
신선하다,novel; original,新颖，清新,xīnyǐng，qīngxīn,음식 주문하기,1
식다,cool; cool down; get cold,凉,liáng,음식 주문하기,1
시다,sour,酸,suān,음식 주문하기,1
맵다,spicy; hot,辣,là,음식 주문하기,1
음식,food,饮食，饭菜,yǐnshí，fàncài,음식 주문하기,1
인분,inbun,人份,rénfèn,음식 주문하기,1
계란,egg,鸡蛋,jīdàn,음식 주문하기,1
국수,noodle,面，面条,miàn，miàntiáo,음식 주문하기,1
잔,cup,杯，杯子,bēi，bēizi,음식 주문하기,1
맛없다,ill-tasting; unsavory,不好吃，没味道，无味,bùhǎochī，méiwèidào，wúwèi,음식 주문하기,1
고기,meat,肉,ròu,음식 주문하기,1
식당,cafeteria; restaurant,食堂,shítáng,음식 주문하기,1
커피,coffee fruit; coffee powder,咖啡,kāfēi,음식 주문하기,1
우유,milk,牛奶,niúnǎi,음식 주문하기,1
간식,snack,零食，点心,língshí，diǎnxīn,음식 주문하기,1
갈비,galbi,排骨，肋排，排骨肉,páigǔ，lēpái，páigǔròu,음식 주문하기,1
감자,potato,马铃薯，土豆,mǎlíngshǔ，tǔdòu,음식 주문하기,1
비빔밥,bibimbap,拌饭,bànfàn,음식 주문하기,1
라면,ramen; instant noodles,方便面,fāngbiànmiàn,음식 주문하기,1
빵,bread,面包,miànbāo,음식 주문하기,1
김치,kimchi,辛奇,xīnqí,음식 주문하기,1
찬물,cold water,冷水，冰水,lěngshuǐ，bīngshuǐ,음식 주문하기,1
씹다,chew; masticate,咀嚼，嚼,jǔjué，jué,음식 주문하기,1
달걀,hen's egg,鸡蛋,jīdàn,음식 주문하기,1
김밥,gimbap,紫菜卷饭，紫菜包饭,zǐcàijuǎnfàn，zǐcàibāofàn,음식 주문하기,1
김치찌개,kimchi jjigae,辛奇汤,xīnqítāng,음식 주문하기,1
미역국,miyeokguk; seaweed soup,海带汤,hǎidàitāng,음식 주문하기,1
과자,snack,饼干,bǐnggān,음식 주문하기,1
감,persimmon,柿子,shìzi,음식 주문하기,1
접시,plate,碟子,diézi,음식 주문하기,1
차,tea,茶，茶水,chá，cháshuǐ,음식 주문하기,1
떡볶이,tteokbokki,辣炒年糕,làchǎoniángāo,음식 주문하기,1
야채,vegetable,蔬菜,shūcài,음식 주문하기,1
채소,vegetable,菜，蔬菜,cài，shūcài,음식 주문하기,1
막걸리,makgeolli; unrefined rice wine,马格利酒,mǎgélìjiǔ,음식 주문하기,1
물고기,fish,鱼,yú,음식 주문하기,1
불고기,bulgogi,烤牛肉，烤肉,kǎoniúròu，kǎoròu,음식 주문하기,1
음료수,drinking water,饮用水,yǐnyòngshuǐ,음식 주문하기,1
생선,raw fish,鲜鱼，活鱼，鱼,xiānyú，huóyú，yú,음식 주문하기,1
국,guk; soup,汤,tāng,음식 주문하기,1
콩,bean,大豆，黄豆,dàdòu，huángdòu,음식 주문하기,1
반찬,side dish,菜，菜肴,cài，càiyáo,음식 주문하기,1
주스,juice,汁，果汁,zhī，guǒzhī,음식 주문하기,1
찌개,jjigae; stew,浓汤，汤，锅,nóngtāng，tāng，guō,음식 주문하기,1
초콜릿,chocolate,巧克力,qiǎokèlì,음식 주문하기,1
딸기,strawberry,草莓,cǎoméi,음식 주문하기,1
바나나,banana,香蕉,xiāngjiāo,음식 주문하기,1
주문,order,订购，订货,dìnggòu，dìnghuò,음식 주문하기,1
오이,cucumber,黄瓜,huángguā,음식 주문하기,1
케이크,cake,蛋糕,dàngāo,음식 주문하기,1
아이스크림,ice cream,冰淇淋,bīngqílín,음식 주문하기,1
젓가락,chopsticks,筷子,kuàizi,음식 주문하기,1
튀김,fried food,油炸食品,yóuzháshípǐn,음식 주문하기,1
갈비탕,galbitang,牛排骨汤,niúpáigǔtāng,음식 주문하기,1
돈가스,pork cutlet,韩式炸猪排,hánshìzhàzhūpái,음식 주문하기,1
잡수시다,eat; have,吃,chī,음식 주문하기,1
귤,tangerine; mandarin orange,橘子,júzi,음식 주문하기,1
우동,udon,乌冬面,wūdōngmiàn,음식 주문하기,1
냉면,naengmyeon; cold buckwheat noodles,冷面,lěngmiàn,음식 주문하기,1
식품,food,食品,shípǐn,음식 주문하기,1
맥주,beer,啤酒,píjiǔ,음식 주문하기,1
포도,grape,葡萄,pútáo,음식 주문하기,1
김,gim; dried laver seaweed,海苔，紫菜,hǎitái，zǐcài,음식 주문하기,1
쌀,rice,米，大米,mǐ，dàmǐ,음식 주문하기,1
피자,pizza,比萨,bǐsà,음식 주문하기,1
배,pear,梨,lí,음식 주문하기,1
양식,western food; western cuisine,西餐,xīcān,음식 주문하기,1
삼계탕,samgyetang; ginseng chicken soup,参鸡汤,cānjītāng,음식 주문하기,1
콜라,cola; Coke,可乐,kělè,음식 주문하기,1
된장찌개,doenjangjjigae; soybean paste jjigae,韩式大酱汤,hánshìdàjiàngtāng,음식 주문하기,1
껌,chewing gum,口香糖,kǒuxiāngtáng,음식 주문하기,1
자장면,jajangmyeon,韩式炸酱面,hánshìzhájiàngmiàn,음식 주문하기,1
무,radish,萝卜,luóbo,음식 주문하기,1
소고기,beef,牛肉,niúròu,음식 주문하기,1
메뉴,menu,菜单，菜谱,càidān，càipǔ,음식 주문하기,1
녹차,green tea,绿茶,lǜchá,음식 주문하기,1
배추,kimchi cabbage; napa cabbage,白菜,báicài,음식 주문하기,1
음식점,restaurant; diner,餐厅，饭店,cāntīng，fàndiàn,음식 주문하기,1
사탕,candy,糖，糖果，糖块,táng，tángguǒ，tángkuài,음식 주문하기,1
칼국수,kalguksu; noodle soup ,刀切面,dāoqiēmiàn,음식 주문하기,1
닭고기,chicken,鸡肉,jīròu,음식 주문하기,1
음료,drink; water; soda,饮料,yǐnliào,음식 주문하기,1
한식,hansik,韩国菜，韩餐，韩食，韩国料理,hánguócài，háncān，hánshí，hánguóliàolǐ,음식 주문하기,1
설렁탕,seolleongtang; ox bone soup,雪浓汤，先农汤，牛杂碎汤,xuěnóngtāng，xiānnóngtāng，niúzásuìtāng,음식 주문하기,1
만두,mandu,饺子,jiǎozi,음식 주문하기,1
삼겹살,samgyeopsal; grilled pork belly,五花肉,wǔhuāròu,음식 주문하기,1
소주,soju,韩国烧酒,hánguóshāojiǔ,음식 주문하기,1
샌드위치,sandwich,三明治,sānmíngzhì,음식 주문하기,1
오렌지,orange,橙子,chéngzi,음식 주문하기,1
인삼,ginseng,人参,rénshēn,음식 주문하기,1
토마토,tomato,番茄，西红柿,fānqié，xīhóngshì,음식 주문하기,1
밀가루,wheat flour,面，面粉,miàn，miànfěn,음식 주문하기,1
두부,tofu,豆腐,dòufǔ,음식 주문하기,1
레스토랑,restaurant,西餐厅,xīcāntīng,음식 주문하기,1
돼지고기,pork,猪肉,zhūròu,음식 주문하기,1
볶음밥,fried rice,炒饭,chǎofàn,음식 주문하기,1
된장,doenjang; soybean paste,大酱,dàjiàng,음식 주문하기,1
사이다,soda pop,汽水,qìshuǐ,음식 주문하기,1
상추,lettuce,生菜,shēngcài,음식 주문하기,1
잡채,japchae,什锦炒粉条，什锦大杂烩,shíjǐnchǎofěntiáo，shíjǐndàzáhuì,음식 주문하기,1
빵집,bakery,面包房，面包店,miànbāofáng，miànbāodiàn,음식 주문하기,1
분식,flour-based food,面食,miànshí,음식 주문하기,1
참외,oriental melon,香瓜，甜瓜,xiāngguā，tiánguā,음식 주문하기,1
햄버거,hamburger,汉堡包，汉堡,hànpùbāo，hànbǎo,음식 주문하기,1
카레,curry,咖喱，咖喱粉,gālí，gālífěn,음식 주문하기,1
식초,vinegar,食醋,shícù,음식 주문하기,1
짬뽕,jjamppong,韩式炒码面，韩式海鲜辣汤面,hánshìchǎomǎmiàn，hánshìhǎixiānlàtāngmiàn,음식 주문하기,1
식빵,bread,吐司面包,tǔsīmiànbāo,음식 주문하기,1
한잔,a cup of; a drink; a glass of,一杯，一盅,yībēi，yīzhōng,음식 주문하기,1
중국집,Chinese restaurant,中国餐厅，中华料理店,zhōngguócāntīng，zhōnghuáliàolǐdiàn,음식 주문하기,1
순두부찌개,sundubujjigae; soft bean curd jjigae,嫩豆腐汤,nèndòufǔtāng,음식 주문하기,1
자동판매기,vending machine,自动贩卖机,zìdòngfànmàijī,음식 주문하기,1
술집,bar,酒家，酒馆，酒吧,jiǔjiā，jiǔguǎn，jiǔbā,음식 주문하기,1
스파게티,spaghetti,意大利面,yìdàlìmiàn,음식 주문하기,1
탕수육,sweet and sour pork,韩式糖醋肉片,hánshìtángcùròupiàn,음식 주문하기,1
홍차,black tea; red tea,红茶,hóngchá,음식 주문하기,1
한식집,Korean restaurant,韩国饭店，韩国料理店,hánguófàndiàn，hánguóliàolǐdiàn,음식 주문하기,1
일식집,Japanese restaurant,日料店，日本餐馆,rìliàodiàn，rìběncānguǎn,음식 주문하기,1
안녕,hello; hi; good-bye; bye,你好，再见,nǐhǎo，zàijiàn,인사하기,1
반갑다,glad; joyful,高兴，开心，喜悦,gāoxìng，kāixīn，xǐyuè,인사하기,1
지내다,live,度日，生活,dùrì，shēnghuó,인사하기,1
어떻다,such,怎么样,zěnmeyàng,인사하기,1
어떠하다,such,怎么样,zěnmeyàng,인사하기,1
인사,greetings,问候，打招呼,wènhòu，dǎzhāohū,인사하기,1
헤어지다,part; bid farewell; say good-bye,分别，分离,fēnbié，fēnlí,인사하기,1
씨,Mr.; Ms.; Mrs.,(无对应词汇),(wúduìyìngcíhuì),인사하기,1
오래되다,old; ancient,久，老,jiǔ，lǎo,인사하기,1
오랜만,being after a long time ,好久，久违,hǎojiǔ，jiǔwéi,인사하기,1
안녕히,in peace,平安地，安宁地,píng'āndì，ānníngdì,인사하기,1
성함,name,姓名,xìngmíng,인사하기,1
어서,quickly; without hesitation; without delay,快,kuài,인사하기,1
오래간만,being after a long time,好久，久违,hǎojiǔ，jiǔwéi,인사하기,1
오랫동안,for ages,长时间，长期以来,zhǎngshíjiān，chángqīyǐlái,인사하기,1
축하,congratulations; celebration,祝贺，庆贺，道贺,zhùhè，qìnghè，dàohè,인사하기,1
환영,welcome,欢迎,huānyíng,인사하기,1
바꾸다,change; exchange; replace; turn into,换，更换，调换,huàn，gēnghuàn，diàohuàn,전화하기,1
여보세요,hello; hi; hey there,喂,wèi,전화하기,1
전화,call; phone call,电话,diànhuà,전화하기,1
소식,news,消息,xiāoxī,전화하기,1
신호,code; sign,信号,xìnhào,전화하기,1
연결,connection,连接，连结,liánjiē，liánjié,전화하기,1
연락,communication,联络，联系,liánluò，liánxì,전화하기,1
대답,answer; reply,应答，回应，回复,yìngdá，huíyìng，huífù,전화하기,1
메시지,message,信息，通告，寄语,xìnxī，tōnggào，jìyǔ,전화하기,1
답장,reply; answer,回信，回复,huíxìn，huífù,전화하기,1
연락처,contact information,联系方式,liánxìfāngshì,전화하기,1
메모,memo,记录，留言，备忘录，便条,jìlù，liúyán，bèiwànglù，biàntiáo,전화하기,1
전화기,telephone,电话机,diànhuàjī,전화하기,1
메일,e-mail; electronic mail,电邮，电子邮件，电子函件,diànyóu，diànziyóujiàn，diànzihánjiàn,전화하기,1
놀다,play; have fun,玩耍，玩乐,wánshuǎ，wánlè,주말 및 휴가,1
계획,plan; program; scheme; design,计划，筹划,jìhuà，chóuhuà,주말 및 휴가,1
쉬다,rest; repose; take a rest,休息，歇,xiūxī，xiē,주말 및 휴가,1
연휴,consecutive holidays,连休,liánxiū,주말 및 휴가,1
쉬다,breathe,呼吸，喘,hūxī，chuǎn,주말 및 휴가,1
휴가,leave; break; vacation,休假，度假，放假，假期,xiūjià，dùjià，fàngjià，jiàqī,주말 및 휴가,1
공원,park,公园,gōngyuán,주말 및 휴가,1
주말,weekend,周末,zhōumò,주말 및 휴가,1
방학,vacation,放假,fàngjià,주말 및 휴가,1
소풍,trip; picnic; outing,远足，郊游，野游,yuǎnzú，jiāoyóu，yěyóu,주말 및 휴가,1
공휴일,public holiday,公休日，公共休假日，法定假日,gōngxiūrì，gōnggòngxiūjiàrì，fǎdìngjiàrì,주말 및 휴가,1
연극,play; drama; theater,话剧，戏剧,huàjù，xìjù,주말 및 휴가,1
콘서트,music concert,演唱会,yǎnchànghuì,주말 및 휴가,1
박물관,museum,博物馆,bówùguǎn,주말 및 휴가,1
교회,church,教会,jiàohuì,주말 및 휴가,1
목욕,bath,洗澡，沐浴,xǐzǎo，mùyù,주말 및 휴가,1
미술관,art museum; art gallery,美术馆,měishùguǎn,주말 및 휴가,1
